dateTime,QCFS,SS_mgL,TP_mgL,SRP_mgL,NO23_mgL,TKN_mgL,Cl_mgL,Sulfate_mgL,Silica_mgL
4/1/19 12:00,617,82.474,0.307,0.043,7.06,1.55,13,22.2,7.02
4/1/19 13:22,582,74.935,0.299,0.036,7.42,1.361,13.6,23.5,7.27
4/1/19 20:00,462,72.3,0.256,0.036,7.47,1.174,14.2,25.5,6.89
4/2/19 4:00,415,65.5,0.212,0.037,7.61,1.067,15.9,29,6.92
4/2/19 12:00,387,54.5,0.184,0.024,7.83,0.838,16.9,32.4,6.97
4/2/19 20:00,342,53.3,0.161,0.031,7.78,0.756,17.8,35,6.84
4/3/19 20:00,186,38,0.108,0.024,7.34,0.676,19.9,40.7,6.27
4/4/19 20:00,98.9,28.3,0.082,0.022,6.86,0.665,20.9,45.7,5.64
4/5/19 20:00,78.2,19.7,0.068,0.021,6.39,0.61,21.9,49.6,5.26
4/6/19 20:00,61.2,18.6,0.061,0.015,5.89,0.51,23,52.7,4.48
4/7/19 20:00,53.3,18.7,0.062,0.015,5.23,0.64,23,54.1,3.79
4/8/19 4:00,52.5,22,0.061,0.016,5.23,,23.7,55.2,3.57
4/8/19 12:00,62,30.326,0.075,0.018,5.08,0.529,24.6,56.6,3.6
4/8/19 12:40,62,26.1,0.069,0.016,5.06,0.599,23.8,56.1,3.53
4/9/19 12:00,57.2,19.809,0.063,0.015,5.22,0.586,26.1,54.3,3.61
4/10/19 12:00,42.9,15.277,0.045,0.002,4.71,0.53,26.4,57.3,2.61
4/11/19 12:00,33.7,11.424,0.0387,0.009,4.31,0.515,27,59.5,1.97
4/12/19 12:00,32.9,18.085,0.0446,0.006,4.18,0.558,26.7,59.9,1.64
4/13/19 12:00,32.2,8.2273,0.0373,0.007,3.81,0.55,28,62.1,1.23
4/14/19 12:00,38.9,41.547,0.0812,0.002,3.94,0.712,28.3,56.8,1.64
4/14/19 20:00,157,74.803,0.151,0.016,4.87,0.887,24.2,48.5,3.58
4/15/19 4:00,352,81.681,0.2132,0.023,6.67,1.358,23.2,37,5.56
4/15/19 10:48,392,72.28,0.215,0.024,7.53,1.188,22.7,36.6,6.07
4/15/19 12:00,391,87.2,0.212,0.021,7.81,1.268,20.6,36,6.33
4/16/19 12:00,209,39.2,0.109,0.015,8.63,0.929,20.4,38.7,6.65
4/17/19 12:00,105,21.1,0.06,0.01,7.63,0.61,22.3,45.9,4.96
4/18/19 12:00,74.7,15.6,0.042,0.007,6.49,0.596,23,49,3.22
4/19/19 12:00,480,240.2,0.384,0.004,5.79,2.005,18.8,32.1,4.47
4/19/19 20:00,841,241.5,0.597,0.033,6.25,2.791,10.9,18.2,6.04
4/20/19 4:00,888,160.7,0.497,0.034,7.11,2.285,9.6,16.6,6.61
4/20/19 12:00,706,139.7,0.421,0.037,7.13,1.959,10.3,19.3,6.9
4/20/19 20:00,950,208.5,0.567,0.031,6.08,2.254,10.2,15.9,6.32
4/21/19 4:00,1410,250.5,0.688,0.049,5.02,2.76,7.4,12.3,5.87
4/21/19 12:00,1640,189.4,0.631,0.062,4.47,2.292,6,10.4,5.75
4/21/19 20:00,1330,123.4,0.496,0.046,4.87,2.294,7,12.6,6.22
4/22/19 4:00,888,108.4,0.398,0.038,5.76,1.843,9,16.8,6.85
4/22/19 12:00,537,87.85,0.33,0.041,6.01,1.433,10.8,20.6,7.18
4/22/19 13:13,522,77.1,0.309,0.023,6.58,1.409,11.4,21.7,7.27
4/23/19 12:00,305,53.888,0.169,0.035,6.78,1.14,16,31.3,7.41
4/24/19 12:00,142,33.722,0.106,0.028,6.78,0.679,17.9,39.2,6.8
4/25/19 12:00,86.3,21.653,0.07,0.022,6.24,0.664,19.7,43.2,5.3
4/26/19 4:00,241,152.17,0.313,0.04,5.01,1.261,15.5,33.7,5.1
4/26/19 12:00,836,284.65,0.68,0.049,4.25,2.241,11,17.3,5.69
4/26/19 20:00,1170,227.57,0.686,0.087,3.95,2.144,7.2,12,6.19
4/27/19 4:00,1170,144.85,0.572,0.089,4.26,1.512,6.9,12.2,6.64
4/27/19 12:00,715,110.25,0.454,0.069,4.95,1.173,8.7,16.4,7.06
4/27/19 20:00,438,90.721,0.353,0.07,5.69,1.599,11,21.7,7.51
4/28/19 4:00,442,88.397,0.304,0.058,5.39,1.344,11.5,23.2,7.08
4/28/19 12:00,707,131.74,0.386,0.052,5.18,1.867,11.8,19.9,6.72
4/28/19 20:00,787,133.72,0.391,0.049,5.09,1.554,9.9,18.3,6.55
4/29/19 4:00,609,96.491,0.347,0.053,5.54,1.404,10.4,19.6,7.04
4/29/19 12:00,448,76.233,0.27,0.043,6.21,1.387,11.9,23.5,7.05
4/29/19 12:32,444,69.196,0.268,0.048,6.13,1.164,11.9,23.6,7.45
4/30/19 12:00,390,69.381,0.204,0.032,6.44,0.987,15.2,30,7.15
4/30/19 20:00,443,78.124,0.225,0.025,6.38,1.134,14.9,29.1,7.12
5/1/19 4:00,520,104.71,0.284,0.036,6.22,1.42,14,26.3,7.03
5/1/19 12:00,483,91.811,0.261,0.033,6.19,1.346,13.4,26.6,7.15
5/2/19 12:00,365,50.511,0.174,0.036,6.2,1.149,14.6,30.6,7.23
5/2/19 20:00,350,56.41,0.174,0.034,6.2,1.036,15.1,31.5,7.39
5/3/19 4:00,388,130.63,0.283,0.04,5.57,1.376,13.8,28.8,6.86
5/3/19 12:00,673,144.48,0.391,0.048,4.82,1.454,11.4,20.4,6.6
5/4/19 12:00,546,81.208,0.296,0.051,5.14,1.633,10.3,20.5,7.55
5/5/19 12:00,320,46.527,0.171,0.034,5.87,1.017,13.8,29.6,7.52
5/6/19 4:00,226,33.503,0.129,0.037,8.69,1.016,0,49.7,7.23
5/6/19 12:00,189,35.451,0.125,0.034,5.92,0.824,16.6,37,6.92
5/6/19 12:41,196,30.282,0.117,0.031,6.09,0.803,16.8,37.3,6.91
5/7/19 12:00,104,27.116,0.105,0.032,5.58,0.721,18.2,41.3,5.69
5/8/19 12:00,74.7,20.969,0.089,0.029,5.38,0.675,19.7,44.2,4.9
5/9/19 12:00,67.8,21.739,0.083,0.018,5.19,0.695,20.7,45.7,3.96
5/10/19 4:00,378,390.55,0.615,0.034,3.32,1.974,11.3,24.3,4.07
5/10/19 12:00,881,384.61,0.793,0.052,2.67,2.495,7.1,11.6,4.71
5/10/19 20:00,1000,214.45,0.594,0.027,2.93,1.978,5.8,10.8,5.46
5/11/19 4:00,836,122.62,0.438,0.038,3.61,1.606,6.9,13.8,6.21
5/11/19 12:00,505,89.189,0.35,0.021,5.06,1.296,10,20.7,6.65
5/12/19 12:00,241,36.781,0.172,0.027,5.43,0.927,13.9,30.2,7.18
5/12/19 20:00,257,63.265,0.207,0.03,5.12,0.973,14.4,30.9,6.86
5/13/19 4:00,486,87.719,0.2847,0.027,4.76,1.437,13.3,25.3,6.66
5/13/19 11:10,627,84.233,0.439,0.1,4.66,1.762,11.9,22.3,6.69
5/13/19 12:00,638,103.89,0.343,0.031,4.68,1.54,11.6,23.3,6.55
5/13/19 20:00,700,114.22,0.327,0.027,4.65,1.375,11.1,21.9,6.66
5/14/19 4:00,718,114.28,0.319,0.027,4.95,1.635,11.1,22.6,6.94
5/14/19 12:00,557,74.41,0.283,0.033,5.31,1.579,11,22.3,7.36
5/15/19 12:00,290,49.81,0.169,0.026,6.1,0.998,14.6,32.1,7.64
5/16/19 12:00,142,35.369,0.123,0.027,6.1,0.892,17.3,39.6,6.87
5/17/19 12:00,137,40.65,0.12,0.021,5.57,0.881,18.8,43.2,5.55
5/17/19 20:00,322,103.3,0.226,0.025,4.88,1.232,17,41,5.5
5/18/19 4:00,413,148.22,0.37,0.025,4.29,3.267,12.1,29.5,5.41
5/18/19 12:00,341,112.71,0.359,0.026,4.49,1.298,11.6,26.1,5.98
5/19/19 12:00,164,47.619,0.176,0.029,5.46,1.162,15.4,35.9,6.83
5/19/19 20:00,388,248.89,0.527,0.043,4.55,2.078,12,26.5,6.08
5/20/19 4:00,832,399.11,0.803,0.043,3.61,2.735,8.7,17.8,5.47
5/20/19 12:00,1050,309.71,0.767,0.033,3.06,3.229,6,12.5,5.68
5/20/19 13:19,1070,269.05,0.702,0.043,3.31,2.086,6.4,13.4,6.26
5/20/19 20:00,991,168.75,0.5251,0.032,3.95,2.131,6.7,14.4,7.02
5/21/19 4:00,606,128.32,0.3973,0.044,4.6,1.545,7.9,18.2,7.95
5/21/19 12:00,425,105.85,0.3062,0.033,5.15,1.37,9.7,22.7,8.06
5/21/19 20:00,333,117.51,0.2794,0.03,5.46,1.322,11.1,26.5,8.32
5/22/19 20:00,193,39.603,0.1489,0.036,5.83,0.883,14.3,35.3,8.08
5/23/19 20:00,345,98.684,0.277,0.039,5.33,1.141,15.1,31.6,7.38
5/24/19 4:00,294,115.88,0.2722,0.034,5.35,3.963,15.1,33.2,7.49
5/24/19 12:00,224,53.742,0.1816,0.027,5.31,1.021,15.3,35.3,7.47
5/24/19 20:00,161,46.59,0.1542,0.033,5.26,0.885,15.9,36.9,7.31
5/25/19 20:00,87.3,31.12,0.122,0.03,5.2,0.67,17.6,41.8,6.59
5/26/19 20:00,441,233.01,0.5015,0.033,3.69,1.83,10.3,24.1,6.33
5/27/19 4:00,479,193.7,0.5087,0.029,3.88,1.97,9.8,22.1,7.26
5/27/19 12:00,412,153.65,0.4414,0.036,4.04,1.325,9.6,22.5,7.51
5/27/19 20:00,320,97.065,0.3395,0.043,4.37,1.464,10.7,25.5,7.94
5/28/19 4:00,311,101.12,0.3126,0.043,4.56,1.376,11.9,28.3,7.87
5/28/19 12:00,596,223.36,0.472,0.045,4.41,1.454,11.6,24.5,7.07
5/28/19 12:30,620,196.97,0.4477,0.03,4.53,1.799,12.1,25.5,7.53
5/28/19 20:00,831,301.23,0.659,0.044,3.79,1.706,9,18.6,6.62
5/29/19 4:00,711,165.69,0.498,0.052,4.38,1.434,8.3,17.3,7.12
5/29/19 12:00,534,98.591,0.359,0.058,4.91,1.544,9.6,20.7,8.03
5/30/19 12:00,298,66.533,0.244,0.053,5.3,1.197,13.1,29.2,8.37
5/31/19 12:00,122,39.4,0.17,0.052,5.23,0.96,15.5,36,8.31
6/1/19 12:00,67,34.205,0.143,0.049,5.07,0.833,17,40.7,7.96
6/1/19 20:00,83.6,378.18,0.502,0.042,4.44,1.82,15,36.3,6.7
6/2/19 4:00,735,437.63,0.788,0.073,3.48,1.949,7.7,17.7,5.24
6/2/19 12:00,1240,454.54,0.832,0.055,2.61,1.985,4.8,9.3,4.44
6/2/19 20:00,1780,305.43,0.746,0.052,2.17,1.386,3.3,7.1,4.49
6/3/19 4:00,1950,171.61,0.544,0.058,2.46,1.858,3.4,7.6,5.38
6/3/19 12:00,1510,78.299,0.398,0.051,3.12,1.056,4.8,11.2,6.45
6/3/19 13:19,1410,81.135,0.387,0.066,3.27,1.138,4.9,11.8,7.06
6/3/19 20:00,876,79.854,0.323,0.043,3.43,1.325,7,14.7,7.79
6/4/19 4:00,536,74.31,0.262,0.043,3.8,1.192,8.3,18.3,8.09
6/4/19 12:00,399,58.968,0.211,0.045,4.07,1.164,9.9,21.5,8.21
6/4/19 20:00,310,47.715,0.181,0.046,4.21,1.23,10.9,24.2,8.38
6/5/19 20:00,669,536.79,0.86,0.05,2.78,2.536,6.1,13,5.17
6/6/19 4:00,555,161.01,0.428,0.022,3.89,1.506,8.7,16.4,6.91
6/6/19 12:00,384,72.961,0.255,0.033,4.41,1.186,11,21.4,7.83
6/6/19 20:00,275,55.338,0.192,0.027,4.56,1.005,13.5,25.5,8.37
6/7/19 20:00,90,35.415,0.127,0.034,4.6,0.814,15.9,33.6,8.48
6/8/19 20:00,50.2,27.315,0.112,0.034,4.18,0.816,17.5,37.4,7.8
6/9/19 20:00,42.1,25.034,0.099,0.035,3.77,0.766,18.3,38.9,7.19
6/10/19 4:00,38.9,32.28,0.109,0.024,3.62,0.69,18.7,39.5,6.76
6/10/19 10:32,39.7,22.561,0.101,0.029,3.6,0.659,18.8,40.4,6.74
6/10/19 12:00,39.7,28.5,0.107,0.027,3.56,0.774,18.5,43.2,6.71
6/11/19 12:00,32.2,24.8,0.102,0.027,3.16,0.763,19.4,44.4,6.21
6/12/19 12:00,23.9,20.7,0.093,0.024,3.13,0.759,21.4,46.8,5.49
6/13/19 12:00,20.2,16.3,0.085,0.02,3.02,0.679,21.4,46.9,4.42
6/14/19 12:00,30,19.6,0.101,0.01,2.89,0.767,20.9,45,4.44
6/15/19 12:00,31.5,23.2,0.09,0.01,1.75,0.739,15,25.1,3.78
6/16/19 4:00,67,45.2,0.185,0.026,3.61,1.05,10.9,18.5,5.12
6/16/19 12:00,591,216.2,0.477,0.036,5.12,2.041,10.6,16.9,5.78
6/16/19 20:00,670,116.1,0.407,0.047,5.51,2.097,10.7,18.3,7.51
6/17/19 4:00,609,82,0.339,0.047,5.67,2.086,11.8,21.5,8.27
6/17/19 12:00,513,65.5,0.276,0.033,,4.391,,,8.68
6/17/19 13:15,500,56.8,0.262,0.034,6.69,1.503,14.1,25.2,8.47
6/17/19 20:00,424,53.6,0.219,0.031,7.82,1.546,15.5,27.8,8.68
6/18/19 20:00,184,32.4,0.145,0.039,7.04,0.841,18.8,34.7,8.9
6/19/19 20:00,85.4,26.2,0.11,0.032,5.88,0.699,17.8,38.5,7.97
6/20/19 12:00,176,83.7,0.193,0.042,5.14,1.022,16.6,35.7,7
6/20/19 20:00,793,273.3,0.545,0.061,5.21,2.137,10.5,19,6.03
6/21/19 4:00,1170,211,0.567,0.078,4.64,2.35,6.2,11.3,5.85
6/21/19 12:00,1590,136.4,0.479,0.094,5.07,2.947,4.7,9.4,6.22
6/21/19 20:00,1560,84.6,0.385,0.089,5.83,1.745,4.9,10.7,6.96
6/22/19 20:00,528,52.5,0.227,0.072,6.71,1.384,9.1,21,8.71
6/23/19 20:00,277,57.4,0.186,0.057,6.37,1.027,12.4,28.8,8.91
6/24/19 4:00,213,32.5,0.145,0.049,6.26,0.796,13.7,31.1,8.74
6/24/19 12:38,165,30.6,0.139,0.041,6.19,0.724,14.8,33.6,8.81
7/1/19 20:00,12.4,9.247,0.076,0.015,1.83,0.525,20.6,41.4,3.53
7/2/19 20:00,11.2,5.5727,0.067,0.019,1.59,0.466,20.7,40.8,3.23
7/3/19 20:00,31,37.594,0.106,0.025,1.71,0.705,19.2,37.2,3.56
7/4/19 4:00,101,33.54,0.127,0.041,2.01,0.408,19.3,37.7,4.63
7/4/19 12:00,83.9,20.291,0.116,0.041,2.17,0.53,20,37.3,5.32
7/4/19 20:00,80.2,20.297,0.113,0.04,3.42,0.957,18.7,36.5,6.26
7/5/19 4:00,92.7,24.198,0.1156,0.048,3.81,1.07,19.2,37.6,6.53
7/5/19 12:00,85.9,18.433,0.1161,0.054,3,0.825,19.5,38.6,6.42
7/5/19 20:00,69.2,18.82,0.1176,0.048,4.81,0.381,17,34.6,7.16
7/6/19 20:00,17.7,19.011,0.1027,0.043,4.42,0.358,17.7,34.2,7.43
7/7/19 20:00,71.8,27.989,0.1323,0.046,3.49,0.853,16.5,34.1,6.85
7/8/19 4:00,61.3,35.526,0.1425,0.053,4.35,1.005,15.9,31.4,7.33
7/8/19 12:00,62.2,450.2,0.5492,0.045,5.13,2.3,15.5,31.4,7.64
7/8/19 13:15,64.7,124.23,0.32,0.058,5.21,3.9,15.7,31.8,7.59
7/8/19 20:00,53,38.015,0.129,0.036,4.24,0.923,17.2,33.3,7.15
7/9/19 4:00,31.7,19.745,0.106,0.034,3.54,0.791,18.9,35.6,6.66
7/9/19 12:00,23.5,13.784,0.099,0.038,3.26,0.826,19.9,35.6,6.09
7/9/19 20:00,17.7,10.673,0.105,0.027,3.89,0.877,20.5,34.8,6.17
7/10/19 20:00,10.1,10.482,0.073,0.02,3.69,0.809,18.5,34.4,5.07
7/11/19 20:00,7.57,7.1801,0.065,0.012,2.6,0.854,19.8,36.3,3.62
7/12/19 20:00,5.86,4.8192,0.055,0.021,1.87,0.68,21.7,38.8,2.75
7/13/19 20:00,4.42,4.6948,0.054,0.018,1.27,0.681,22.1,39.9,2.13
7/14/19 20:00,5.11,6.8352,0.055,0.016,0.92,0.631,22.4,39.6,1.84
7/15/19 4:00,4.42,23.994,0.074,0.023,0.85,0.67,22.4,39.6,1.76
7/15/19 11:58,4.09,9.901,0.061,0.025,0.81,0.679,22.8,40.4,1.75
7/15/19 12:00,4.09,10.276,0.06,0.019,0.5,0.605,23.8,41.3,1.8
7/16/19 12:00,2.94,8.2987,0.061,0.023,0.45,0.585,23.8,40.2,1.96
7/16/19 20:00,5.47,40.284,0.115,0.027,1.09,0.873,21.3,37.6,2.93
7/17/19 4:00,90.6,66.666,0.16,0.038,2.12,1.11,18.4,32.2,4.17
7/17/19 12:00,267,97.166,0.263,0.054,5.51,1.7,14.3,24,7.19
7/18/19 4:00,502,130.01,0.38,0.183,7.65,1.982,12.9,19.5,8.77
7/18/19 12:00,430,73.378,0.2995,0.184,9.39,1.781,10.2,16.9,9.6
7/18/19 20:00,351,56.537,0.2312,0.105,7.97,1.286,11.2,20.2,9.58
7/19/19 12:00,262,68.92,0.2309,0.088,5.75,1.449,14.5,25.9,9.32
7/20/19 12:00,43.6,29.139,0.1408,0.07,4.15,0.886,16.9,31.2,9.73
7/21/19 12:00,19,22.28,0.1278,0.068,2.9,0.754,18.7,34.3,9.05
7/22/19 4:00,781,367.43,0.6217,0.106,4.09,1.292,6.6,11.9,6.14
7/22/19 12:00,894,75.356,0.328,0.066,11.84,2.2,7,14.6,10.13
7/22/19 12:18,898,145.87,0.449,0.132,5.9,1.974,6.8,11.3,7.78
7/22/19 20:00,778,43.478,0.224,0.055,6.63,1.687,12.8,26.3,9.59
7/23/19 4:00,607,44.967,0.23,0.052,6.25,1.635,10.4,20.8,10.08
7/23/19 12:00,495,16.423,0.175,0.05,5.13,1.301,12,23.2,10.43
7/24/19 12:00,294,14.824,0.119,0.04,3.23,0.844,16,29.8,10.08
7/25/19 12:00,96.8,9.352,0.099,0.028,2.08,0.724,16.6,33.4,8.45
7/26/19 12:00,28.1,8.9571,0.085,0.026,1.24,0.63,18.8,35.3,6.31
7/27/19 12:00,15.6,8.0537,0.08,0.024,0.73,0.598,19.5,36.2,4.57
7/28/19 12:00,10,8.5158,0.086,0.024,0.45,0.579,21.5,36.9,3.43
7/29/19 12:00,6.22,8.9399,0.069,0.028,1.51,0.562,19.7,35.3,4.79
7/29/19 12:01,6.22,10.493,0.098,0.029,0.29,0.653,22.7,37.3,2.89
7/29/19 13:15,6.22,7.6677,0.092,0.025,0.25,0.555,23,37.9,3
7/30/19 12:00,5.82,6.5061,0.067,0.024,1.19,0.524,20.6,36,4.13
7/31/19 12:00,5.43,5.5147,0.062,0.023,0.9,0.598,20.7,35.9,3.54
8/1/19 12:00,3.75,3.2981,0.059,0.029,0.68,0.555,21.6,36.3,3.12
8/2/19 12:00,2.66,3.494,0.058,0.02,0.49,0.517,22.5,36.6,2.49
8/3/19 12:00,2.42,4.0241,0.052,0.015,0.41,0.552,24.2,37.5,2.17
8/4/19 12:00,1.4,3.8684,0.049,0.013,0.31,0.531,24.1,37.5,1.84
8/5/19 4:00,1.77,20.195,0.068,0.013,0.27,0.621,24.6,37.7,1.61
8/5/19 12:00,1.77,6.6755,0.052,0.019,0.24,0.66,24.2,37.7,1.55
8/5/19 12:15,1.24,6.1958,0.044,0.011,0.24,0.488,25,38.2,1.6
8/6/19 12:00,1.09,6.4516,0.052,0.017,0.25,0.594,24.7,37.2,1.5
8/7/19 12:00,33.1,10,0.099,0.037,0.26,0.696,26.1,37.3,2.7
8/8/19 12:00,7.48,16.315,0.12,0.044,1.31,0.758,25.8,34,4.06
8/9/19 12:00,2.9,10.352,0.105,0.037,1.42,0.933,24.3,32.3,4.36
8/10/19 12:00,1.76,8.6264,0.087,0.028,1.31,1.042,22.3,31.4,3.95
8/11/19 12:00,1.23,5.0793,0.078,0.024,1.17,0.831,21.8,32.1,3.37
8/12/19 4:00,0.81,15.072,0.083,0.025,1.02,0.825,21.6,32.5,2.81
8/12/19 12:00,0.94,9.4,0.0727,0.006,0.78,0.753,22.4,32.3,2.71
8/12/19 12:15,1.23,9.5563,0.072,0.023,0.99,0.799,21.6,32.8,2.72
8/13/19 12:00,2.17,13.3,0.0781,0.01,0.74,0.7,21.4,31.5,2.81
8/14/19 12:00,4.69,9.3,0.0808,0.022,0.41,0.724,22,27.5,3.47
8/15/19 12:00,2.4,10.3,0.0791,0.019,0.74,0.67,21.7,28.5,3.86
8/16/19 12:00,2.4,8.2,0.0719,0.021,0.44,0.636,23.2,29.3,3.21
8/17/19 12:00,2.4,6.5,0.0743,0.107,0.19,0.613,23.3,30.5,2.58
8/18/19 12:00,1.39,12.8,0.0782,0.026,0.25,0.628,23.5,31.5,2.46
8/18/19 20:00,2.4,59.5,0.16,0.02,1.41,0.6,21.4,28.1,3.09
8/19/19 4:00,27.3,102.1,0.2268,0.034,3.01,1.127,17.9,25.5,4.81
8/19/19 12:00,341,69,0.2272,0.063,3.49,0.865,21.9,27.7,5.83
8/19/19 13:19,359,69.4,0.2269,0.061,3.47,0.164,22.5,28,5.79
8/19/19 20:00,416,120.26,0.4145,0.148,6.86,1.905,20,24.2,8.12
8/20/19 20:00,258,41.401,0.264,0.156,10.24,0.663,19,27.2,9.56
8/21/19 4:00,177,138.02,0.2838,0.076,6.25,1.421,18,32.3,8.79
8/21/19 20:00,51.1,30.719,0.1718,0.086,7.93,1.226,20.1,35.1,9.89
8/22/19 4:00,53.5,157.11,0.5011,0.14,7.07,1.808,9.1,15.2,7.31
8/22/19 12:00,492,304.44,0.5094,0.071,4.14,1.471,15.1,28.5,7.45
8/22/19 20:00,798,354.12,0.7227,0.129,5.59,1.987,9.5,14.6,6.77
8/23/19 12:00,829,80.223,0.3757,0.128,7.62,1.384,10.5,19.7,8.73
8/23/19 20:00,596,65.764,0.3191,0.153,7.4,1.419,11.8,24.3,9.43
8/24/19 20:00,293,47.123,0.2348,0.104,6.26,1.186,15.2,32.3,10.01
8/25/19 20:00,96.5,35.324,0.1942,0.1,4.96,1.036,17,36,10.01
8/26/19 12:00,47.7,51.013,0.209,0.098,4.15,0.918,17.5,39.5,9.34
8/26/19 12:50,48.6,43.362,0.2033,0.1,4.28,1.139,18,38.6,9.65
8/26/19 20:00,46.9,35.616,0.191,0.09,3.76,0.864,17.7,39.4,9.17
