dateTime,QCFS,SS_mgL,TP_mgL,SRP_mgL,NO23_mgL,TKN_mgL,Cl_mgL,Sulfate_mgL,Silica_mgL
8/27/19 4:00,53.2,29.345,0.173,0.09,3.41,0.925,18.4,40.4,9.13
8/27/19 12:00,78,40.618,0.179,0.082,3.28,0.856,18.7,39.7,9.1
8/28/19 12:00,149,35.928,0.192,0.072,3.21,1.557,19.7,33.8,9.55
8/29/19 12:00,41.3,22.265,0.142,0.069,2.85,0.97,22,38,9.34
8/30/19 12:00,19.5,31.957,0.138,0.064,2.54,0.876,21.7,37.9,8.63
8/31/19 12:00,9.9,12.297,0.105,0.06,1.89,0.757,23.2,40.6,8.08
9/1/19 12:00,6.97,21.232,0.108,0.053,1.73,0.708,23.3,41.7,7.16
9/2/19 12:00,18.1,14.472,0.102,0.052,1.37,0.755,23.9,41.6,6.3
9/3/19 11:32,11.6,14.393,0.119,0.06,1.72,0.83,20,35.1,7.35
9/3/19 12:00,10.4,14.753,0.1149,0.055,1.66,0.807,20,34.6,7.83
9/3/19 20:00,11,21.373,0.1117,0.05,1.61,0.749,20.7,34.8,7.82
9/4/19 4:00,12.8,30.927,0.1173,0.048,1.56,0.87,22.3,36.8,7.41
9/4/19 12:00,7.4,14.751,0.1007,0.047,1.42,0.803,24.1,38.1,7.28
9/5/19 12:00,63.7,41.753,0.1601,0.063,1.75,0.784,27.4,38.3,6.56
9/6/19 12:00,24.9,18.384,0.1302,0.067,2.35,0.684,27.3,38.8,7.25
9/7/19 12:00,12.1,16.129,0.0998,0.054,2.05,0.685,25.3,35.7,7.02
9/8/19 12:00,8.38,10.638,0.0882,0.048,1.84,0.613,25.2,36.8,6.63
9/9/19 4:00,7.08,17.532,0.0956,0.045,1.67,0.693,25.6,38.1,6.23
9/9/19 12:00,6.27,9.6,0.081,0.035,1.59,0.596,26.8,40.1,5.8
9/9/19 12:02,6.27,9.3283,0.0807,0.045,1.53,0.642,26.4,39.2,5.89
9/10/19 12:00,5.22,9.3,0.076,0.027,1.21,0.595,27.6,40.9,5.09
9/11/19 12:00,4.29,11.1,0.072,0.024,0.93,0.584,28.3,41.8,4.29
9/12/19 12:00,3.67,8.7,0.066,0.026,0.7,0.576,27.8,41.8,3.33
9/13/19 12:00,3.09,7.1,0.065,0.028,0.55,0.56,29,43,3.04
9/14/19 12:00,113,21.9,0.098,0.032,0.39,0.666,30.8,44.8,2.91
9/14/19 20:00,250,155,0.6,0.2,5.2,1.931,14.4,17.5,7.34
9/15/19 4:00,218,89.5,0.486,0.204,4.83,1.504,14.2,18,7.57
9/15/19 12:00,154,68.2,0.382,0.171,5.52,0.999,15.2,19.2,8.32
9/15/19 20:00,89.4,50.7,0.317,0.151,6.08,1.393,14.9,23.1,8.81
9/16/19 4:00,42.6,42.4,0.27,0.166,5.62,1.24,16.9,27.4,8.82
9/16/19 12:00,24.4,43.197,0.2551,0.171,5.25,1.341,18.6,31.6,9.29
9/17/19 12:00,10.2,23.321,0.1912,0.1,4.2,1.091,21.1,36.2,8.5
9/18/19 12:00,6.37,14.936,0.1621,0.091,3.14,0.849,21.9,37.2,7.96
9/19/19 12:00,4.16,15.353,0.1486,0.079,2.41,0.808,23.1,38.4,7.35
9/20/19 12:00,3.53,13.725,0.1344,0.071,1.98,0.703,24,39.7,6.5
9/21/19 12:00,2.97,18.366,0.1257,0.062,1.53,0.828,24,39.3,5.41
9/22/19 12:00,4.1,14.854,0.1174,0.052,1.17,0.755,24.7,40.4,4.93
9/23/19 12:00,4.41,24.937,0.1329,0.054,0.68,0.728,24.4,38,4.09
9/23/19 13:34,6.25,18.62,0.1301,0.053,0.67,0.724,24.8,38,4.18
9/23/19 20:00,9.51,27.898,0.1358,0.061,1.21,1.41,23.9,37.8,5.41
9/24/19 20:00,5.07,17.521,0.1203,0.054,0.47,0.663,26.1,43.1,4.17
9/25/19 20:00,5.8,10.807,0.1086,0.049,0.15,0.674,30.1,45.8,3.84
9/26/19 20:00,4.35,7.7959,0.1013,0.053,0.22,0.559,25.5,41.6,2.62
9/27/19 20:00,5.75,90.729,0.2232,0.076,1.52,0.851,22.2,34,2.68
9/28/19 4:00,11,114.41,0.299,0.08,1.7,1.023,17.8,29.2,4.2
9/28/19 12:00,19.5,66.239,0.2169,0.07,2.02,0.932,19.2,30,5.19
9/28/19 20:00,15.5,46.357,0.373,0.221,6.15,1.26,16.8,33.5,7.4
9/29/19 20:00,8.82,18.604,0.2485,0.155,3.24,0.99,25.3,37.7,7.83
9/30/19 4:00,16.7,42.053,0.2168,0.11,2.95,1.041,23,35.7,7.13
9/30/19 11:40,276,137.3,0.365,0.073,2.79,1.356,14.2,24,6.52
9/30/19 12:00,282,145.7,0.38,0.103,3.29,1.167,13.6,25,6.24
9/30/19 20:00,305,67.146,0.363,0.178,4.8,1.363,15.7,28.1,8.07
10/1/19 4:00,362,73.378,0.297,0.157,6.64,1.595,23.7,30.3,8.17
10/1/19 12:00,320,73.469,0.288,0.107,7.1,1.478,22.3,32,8.57
10/1/19 20:00,243,48.176,0.2318,0.106,10.41,1.388,21.8,36.1,9.35
10/2/19 4:00,194,40.841,0.2056,0.096,10.82,1.359,21.8,37.6,10.18
10/2/19 12:00,127,34.891,0.1803,0.088,10.72,1.313,23.1,40.7,10.11
10/3/19 12:00,42.6,33.375,0.1564,0.074,8.29,1.117,24.2,45.3,10.34
10/4/19 12:00,16.6,13.962,0.1256,0.072,6.19,0.869,25.3,46.9,10.12
10/5/19 12:00,10.2,11.58,0.1108,0.065,4.83,0.789,25.5,47.3,9.81
10/6/19 12:00,7.67,12.402,0.0982,0.048,3.73,0.767,26.4,48.1,8.62
10/7/19 4:00,6.34,18.604,0.0983,0.05,3.15,0.774,26,47.6,8.21
10/7/19 12:00,5.54,9.085,0.0933,0.036,2.92,0.741,26.4,48.7,8.18
10/7/19 12:05,5.54,7.7972,0.087,0.052,2.93,0.666,26.4,48.8,8.44
10/8/19 12:00,5.15,6.3979,0.0707,0.025,2.33,0.634,27,49.1,7.3
10/9/19 12:00,4.11,6.5359,0.064,0.009,1.75,0.744,27,49.6,6.54
10/10/19 12:00,3.79,6.5876,0.0572,0.011,1.39,0.673,27.7,50.3,5.62
10/11/19 12:00,4.08,6.3131,0.0564,0.012,0.98,0.633,28.7,50.2,4.44
10/12/19 12:00,4.38,5.8139,0.0558,0.014,0.73,0.529,27.6,49.1,3.85
10/13/19 12:00,3.74,7.1581,0.0514,0.007,0.5,0.519,29.2,49.7,3.39
10/14/19 4:00,3.72,10.946,0.053,0.005,0.36,0.569,29.6,49.9,3.08
10/14/19 11:08,3.72,9.7765,0.0517,0.007,0.27,0.534,29.8,50.4,2.84
10/14/19 12:00,3.72,6.9052,0.05,0.013,0.26,0.565,30.3,51.2,2.74
10/15/19 12:00,3.7,6.6225,0.045,0.01,0.16,0.527,30.9,50.8,2.13
10/16/19 12:00,3.99,7.3089,0.048,0.009,0.13,0.586,30.7,50.8,1.66
10/17/19 12:00,3.38,3.4388,0.041,0.006,0.09,0.525,31.7,51.8,1.45
10/18/19 12:00,3.09,6.6889,0.042,0.006,0.08,0.517,32.1,51,1.12
10/19/19 12:00,2.81,3.3047,0.038,0.004,0.07,0.524,31.7,50.5,0.94
10/20/19 12:00,2.55,5.3763,0.04,0.002,0.03,0.539,32.6,50.2,0.8
10/21/19 4:00,2.54,10.457,0.042,0.004,0.03,0.496,34,50.3,0.74
10/21/19 11:03,2.54,9.6898,0.042,0.005,0.03,0.48,34.5,51.4,0.7
10/21/19 12:00,2.79,10.316,0.043,0.004,0.22,0.578,32.7,48.2,0.73
10/22/19 12:00,2.07,9.4086,0.05,0.004,0.22,0.498,31.8,47.5,0.86
10/23/19 12:00,2.06,10.554,0.052,0.003,0.23,0.483,32.9,47.7,0.85
10/24/19 12:00,1.64,8.9571,0.053,0.003,0.22,0.5,33.4,47.1,0.84
10/25/19 12:00,2.73,11.92,0.058,0.004,0.3,0.52,35.4,46.2,0.77
10/26/19 12:00,2.71,11.726,0.059,0.004,0.21,0.56,33.8,44.3,0.84
10/26/19 20:00,9.05,161.29,0.337,0.087,1.15,1.358,21.7,32.5,2.09
10/27/19 4:00,132,76.013,0.246,0.035,2.99,1.586,17.9,28.1,5.66
10/27/19 12:00,323,45.766,0.455,0.271,4.09,1.378,22.3,32.4,7.07
10/27/19 20:00,487,96.846,0.952,0.663,7.23,2.015,31.8,35.5,7.17
10/28/19 4:00,490,77.748,0.692,0.432,7.5,1.981,25.6,29.6,7.6
10/28/19 12:00,432,57.3,0.443,0.249,8.87,1.559,24.9,33.2,8.38
10/28/19 12:36,427,52.664,0.455,0.237,9.02,1.795,25.4,33.6,8.28
10/29/19 12:00,228,23.6,0.239,0.195,8.64,0.988,27.6,44.3,9.01
10/30/19 12:00,112,9.9,0.165,0.093,6.82,0.772,27.2,47.3,9.29
10/30/19 20:00,116,31.7,0.193,0.083,5.76,0.791,24.5,44.1,8.86
10/31/19 4:00,360,40.2,0.197,0.05,5.09,0.976,20.1,38.2,8.99
10/31/19 12:00,632,138.7,0.379,0.053,5.77,1.767,18,28.4,8.01
10/31/19 20:00,921,157.9,0.508,0.129,7.92,1.717,19,28.4,8.17
11/1/19 4:00,1060,129.8,0.559,0.185,8.88,2.038,17.8,25.9,7.82
11/1/19 12:00,1090,100.4,0.501,0.146,9.15,2.049,17.8,27.1,8.09
11/1/19 20:00,933,61.9,0.409,0.139,8.88,1.757,17.8,28.1,8.24
11/2/19 4:00,674,56.1,0.339,0.117,8.63,1.565,18.5,31,8.28
11/2/19 12:00,546,42.9,0.279,0.111,8.31,1.275,19,33,8.6
11/3/19 12:00,334,23.9,0.175,0.069,7.02,0.753,20.3,38.5,9.14
11/4/19 12:00,183,17.8,0.129,0.061,5.78,0.661,21.6,42.4,9.28
11/4/19 20:00,143,18.577,0.1228,0.0689,5.72,0.671,22.4,46.2,9.6279
11/5/19 20:00,57.3,11.938,0.1034,0.0611,4.9,0.597,23.7,49.2,9.6021
11/6/19 20:00,16.6,5.9249,0.0898,0.0525,4.23,0.573,24.9,51.4,9.4226
11/7/19 20:00,,4.008,0.0793,0.0409,3.83,0.546,25.3,53,9.3196
11/8/19 20:00,,1.9659,0.0743,0.0329,3.61,0.596,26.8,55.3,9.3028
11/9/19 20:00,,6.3411,0.0675,0.0694,3.38,0.541,26.8,55.9,9.0525
11/10/19 20:00,,9.2526,0.0666,0.0176,3.17,0.518,27.3,56.4,8.8657
11/11/19 12:00,,1.9815,0.059,0.02,3.01,0.495,28.4,57.8,8.8231
11/11/19 12:32,,0.68635,0.056,0.0223,2.99,0.489,28.6,58.1,8.8004
11/11/19 20:00,,5.4385,0.0515,0.0087,2.96,0.452,26.8,55.4,8.5804
11/12/19 20:00,,4.4416,0.0492,0,2.81,0.491,27.3,56.5,8.2567
11/13/19 20:00,,1.9867,0.0501,0.0016,2.74,0.479,28.8,58,8.2502
11/14/19 20:00,,4.7393,0.0496,0.001,2.69,0.472,29.9,59.6,8.2167
11/15/19 20:00,,4.5781,0.049,0.0009,2.59,0.445,29.7,59.3,7.9946
11/16/19 20:00,,5.9366,0.0499,0.0052,2.48,0.419,31.1,60.6,7.8346
11/17/19 20:00,,4.6604,0.0514,0.0012,2.52,0.476,33.7,63.4,7.8855
11/18/19 4:00,4.35,6.1919,0.0561,0.0055,2.52,0.496,34.9,63.1,7.877
11/18/19 11:54,8.9,4.5572,0.0679,0.0317,2.57,0.407,35.9,64.1,7.8992
11/18/19 12:00,8.9,2.6212,0.0704,0.0225,2.27,0.42,34.5,61.5,7.6649
11/19/19 12:00,29.3,2.9069,0.0576,0.0126,2.4,0.459,37.8,61.7,7.4739
11/20/19 12:00,25.9,19.871,0.0717,0.0214,2.37,0.467,34.5,62.1,7.4972
11/21/19 12:00,8.84,3.984,0.0481,0.0156,2.39,0.367,33,62.8,7.3196
11/22/19 12:00,,1.9854,0.0473,0.014,2.14,0.566,31.2,62,6.8559
11/23/19 12:00,,4.1236,0.0439,0.0072,2.01,0.407,32.3,63.2,6.514
11/24/19 12:00,,5.829,0.0396,0.0088,1.88,0.423,32.3,64.1,6.3088
11/25/19 12:00,,3.7617,0.036,0.0069,1.7,0.382,31.1,63,5.6026
11/26/19 12:00,,5.42,0.0343,0.0096,1.49,0.32,32,65.2,4.9677
11/27/19 12:00,,13.185,0.0558,0.0099,1.47,0.523,33.4,61.1,4.6409
11/28/19 12:00,42.9,13.689,0.0726,0.0231,1.88,0.556,33.9,61.7,5.3508
11/29/19 12:00,56.5,10.06,0.0696,0.0238,2.25,0.56,39,63.2,5.8155
11/30/19 12:00,31,5.4274,0.0581,0.0182,2.41,0.555,32.3,61,6.4594
12/1/19 12:00,64.4,24.041,0.0967,0.0235,2.32,1.971,31.1,55.6,6.4153
12/2/19 12:36,292,44.598,0.2076,0.068,4.71,0.883,27.5,47.4,7.9965
12/2/19 20:00,242,44.079,0.1975,0.0699,4.53,1.158,26.6,46.9,8.2789
12/3/19 20:00,126,16.497,0.1227,0.0593,4.2,0.848,27.3,50.3,8.6302
12/4/19 20:00,76.9,10.073,0.0831,0.0443,3.63,0.628,27,53.2,8.6271
12/5/19 20:00,31.8,7.2098,0.0758,0.0366,3.15,0.626,29.2,59,8.3646
12/6/19 20:00,,6.4766,0.0578,0.0256,2.99,0.586,29.3,61.4,7.6335
12/7/19 20:00,,6.0443,0.0506,0.0197,2.64,0.481,30.3,64.1,6.6335
12/8/19 20:00,,4.0761,0.0485,0.015,2.47,0.476,30.9,65.5,6.1588
12/9/19 12:00,,20.116,0.083,0.0235,2.36,0.617,30,63.6,5.2162
12/9/19 12:29,,20.92,0.0823,0.0226,2.41,0.548,30.4,64.8,5.4001
12/9/19 20:00,85.6,25.641,0.1211,0.028,2.51,0.56,28.7,58.7,5.8959
12/10/19 4:00,441,104.29,0.271,0.0543,4.17,1.15,30.1,55.7,6.71
12/10/19 12:00,522,140,0.4398,0.1042,5.69,1.537,25.7,42.8,7.6681
12/10/19 20:00,468,89.866,0.389,0.1001,6.88,1.76,24,39.7,7.92
12/11/19 4:00,368,58.201,0.2967,0.1078,7.08,1.272,25.3,42.1,8.2197
12/11/19 12:00,274,39.812,0.2295,0.0804,6.46,1.063,25.9,43.9,8.4019
12/11/19 20:00,190,28.93,0.1774,0.0747,5.99,0.939,25.7,45.8,8.5328
12/12/19 20:00,90.1,17.621,0.1026,0.0475,4.97,0.606,25.9,52.8,8.6635
12/13/19 20:00,34.6,9.9733,0.0689,0.0312,4.15,0.433,26.4,57.7,8.635
12/14/19 20:00,19.5,9.4212,0.057,0.0224,3.61,0.428,26.9,60.9,7.9019
12/15/19 20:00,7.74,8.344,0.0484,0.0185,3.15,0.404,27.3,62.4,7.0405
12/16/19 12:00,,7.1801,0.0429,0.0138,2.93,0.362,28.1,63.4,6.5519
12/16/19 12:48,,4.895,0.0414,0.0162,2.94,0.28,28.8,65,6.6487
12/17/19 20:00,,13.95,0.0328,0.0087,2.55,0.406,28.9,64.2,5.5653
12/19/19 20:00,,17.318,0.0313,0.0057,2.47,0.438,33.4,72.2,5.0835
12/21/19 20:00,,15.272,0.0258,0.0052,2.21,0.434,34.5,74.5,4.3977
12/23/19 20:00,,8.1632,0.0249,0,1.96,0.347,35.7,75.7,3.4126
12/25/19 20:00,,6.6489,0.0263,-0.001,1.61,0.368,33.3,72.7,2.7128
12/27/19 20:00,,6.1686,0.0287,0,1.27,0.423,29.9,71.6,1.6824
12/29/19 20:00,449,169.85,0.4612,0.0775,4.79,1.958,29.1,44.8,5.4386
12/30/19 20:00,1330,439.91,0.9826,0.0818,8.02,3.366,17.4,23.5,7.3992
12/31/19 20:00,600,128.84,0.4751,0.0853,7.43,1.838,17.3,26.8,7.5353
1/1/20 20:00,281,58.227,0.2245,0.0572,6.53,1.277,21,37.7,7.9514
1/2/20 20:00,208,34.854,0.1431,0.0404,5.65,0.929,23.2,45.3,8.1073
1/3/20 20:00,165,30.605,0.1254,0.0371,5.03,0.911,24.2,48.4,7.8766
1/4/20 20:00,98.5,22.312,0.1196,0.0341,4.58,0.784,25.4,50.9,7.7935
1/5/20 20:00,54.6,16.857,0.0947,0.0292,4.11,0.723,26,52.2,7.543
1/6/20 12:01,40.1,13.925,0.0804,0.0292,4.01,0.521,29.2,59.4,8.1828
1/6/20 20:00,31,20.093,0.0856,0.0291,4.17,0.602,28.8,59.6,7.9463
1/7/20 20:00,12.8,14.435,0.0741,0.0252,3.99,0.627,29.4,62.4,7.8026
1/8/20 20:00,2.61,13.601,0.0804,0.022,3.77,0.581,30.7,65.6,7.3379
1/9/20 20:00,8.34,14.407,0.077,0.0196,3.67,0.445,31.2,68.6,7.3933
1/10/20 20:00,494,133.17,0.321,0.0459,4.8,1.693,26.2,49.2,6.8689
1/11/20 4:00,858,226.89,0.649,0.0745,6.09,2.638,17.3,30.2,7.0772
1/11/20 12:00,991,189.02,0.6545,0.1004,6.3,2.659,15.4,23.7,7.1511
1/11/20 20:00,1200,246.41,0.7846,0.1056,5.46,3.094,12.7,20.1,6.7925
1/12/20 4:00,1640,284.83,0.9446,0.189,4.56,3.448,9.7,15.4,6.7748
1/12/20 12:00,2020,299.78,0.9993,0.0918,3.87,5.441,8,12.1,6.4434
1/12/20 20:00,2070,306.58,1.0038,0.1574,3.37,3.67,6.6,9.9,6.007
1/13/20 4:00,1740,150.98,0.7898,0.1806,3.3,3.169,6.7,11,6.0483
1/13/20 12:00,1260,121.34,0.6638,0.118,3.81,2.193,8.2,15.4,6.5075
1/13/20 12:10,1260,99.773,0.6766,0.1215,4,1.989,8.8,16.3,6.9588
1/13/20 20:00,818,101.01,0.5661,0.0928,4.41,1.404,9.6,20.6,7.3907
1/14/20 4:00,593,85.937,0.4738,0.078,4.62,1.125,11.2,24.7,7.5235
1/14/20 12:00,490,85.763,0.4033,0.0712,4.76,0.993,12.8,28.8,7.8126
1/14/20 20:00,411,75.289,0.3354,0.072,4.74,0.809,13.9,32.1,7.9806
1/15/20 20:00,260,53.136,0.2048,0.057,4.78,0.94,17.5,42.3,8.158
1/16/20 20:00,165,31.399,0.143,0.0478,4.57,0.727,19.5,48.9,8.3224
1/17/20 20:00,90.1,23.121,0.1184,0.0479,4.36,0.614,20.9,53.9,8.367
1/18/20 20:00,450,88.401,0.235,0.0613,3.87,0.789,17.1,39.4,7.3484
1/19/20 4:00,935,153.38,0.4765,,3.83,1.019,14.6,23.9,
1/19/20 12:00,1030,120.48,0.4743,0.0949,4.01,1.205,10.2,17,6.1491
1/19/20 20:00,705,82.474,0.4102,0.0985,4.35,1.059,10.1,18.9,6.4036
1/20/20 12:00,222,52.056,0.2687,0.0749,4.91,1.051,13.7,29.8,7.281
1/20/20 12:24,278,47.681,0.2612,0.0692,4.99,1.068,14.1,30.8,7.6637
1/20/20 20:00,326,55.226,0.218,0.0548,5.05,0.919,16.9,34.9,7.4605
1/21/20 20:00,134,27.009,0.1094,0.0368,4.92,0.463,19.9,46.3,7.9107
1/22/20 20:00,112,20.08,0.0796,0.0316,4.62,0.423,22.2,53.7,8.1867
1/23/20 20:00,56.4,13.932,0.0691,0.0268,4.32,0.485,23.2,56.5,7.8788
1/24/20 20:00,185,52.532,0.1648,0.0377,3.49,0.906,20.8,45.9,7.0151
1/25/20 4:00,483,100.99,0.2814,0.057,3.9,1.222,21.7,38.8,6.9061
1/25/20 12:00,657,140.39,0.4103,0.0788,3.93,1.52,15.7,29.2,6.6346
1/25/20 20:00,686,124.16,0.4372,0.0697,4.3,2.149,13.3,23.6,6.5447
1/26/20 4:00,692,100.18,0.423,0.068,4.82,1.483,13.1,23.2,6.7134
1/26/20 12:00,638,91.88,0.4093,0.0674,5.14,1.432,12.9,24.1,6.9659
1/26/20 20:00,552,75.268,0.3646,0.0584,5.17,1.561,13.8,26.5,7.0973
1/27/20 12:00,484,59.845,0.3093,0.0512,5.3,1.329,15.2,31.3,7.3292
1/27/20 12:28,484,59.201,0.2972,0.0438,5.42,1.208,15.6,32.2,7.7042
1/27/20 20:00,438,64.429,0.2881,0.0437,5.23,1.394,16.2,36.2,7.6093
1/28/20 20:00,374,53.398,0.2533,0.0553,5.2,1.188,17,40,7.8493
1/29/20 20:00,265,48.55,0.1986,0.046,4.95,0.991,18.4,45,8.1965
1/30/20 20:00,167,33.967,0.1387,0.038,4.62,0.812,20.2,51.5,8.3783
1/31/20 20:00,120,25.259,0.1029,0.029,4.21,0.706,21.6,56,8.331
2/1/20 20:00,117,21.011,0.0875,0.022,4.1,0.456,22.3,60.2,8.2166
2/2/20 20:00,112,19.028,0.0877,0.0237,4.09,0.548,22.4,61.8,8.1201
2/3/20 12:00,83.8,18.88,0.0877,0.0197,4,0.531,22.5,62.8,7.7922
2/3/20 12:02,83.8,18.319,0.0857,0.016,4.13,0.59,23.3,64.7,8.0734
2/4/20 4:00,63.7,18.221,0.0736,0.033,3.87,0.497,23,64.7,6.4722
2/4/20 12:00,56.4,15.851,0.0698,0.0265,3.84,0.502,23.2,65.7,6.279
2/17/20 20:00,22.5,31.645,0.0908,0.0136,3.92,0.567,26.8,67.6,5.9348
2/18/20 12:00,54.8,22.073,0.0786,0.0147,3.67,0.5,25.7,65.6,5.5753
2/18/20 20:00,267,129.87,0.3545,0.0276,4.41,1.395,22.9,53.7,5.6425
2/19/20 4:00,343,159.91,0.4946,0.0452,5.12,1.521,18.2,42.6,5.7673
2/19/20 12:00,239,133.87,0.5461,0.0339,5.3,1.399,16.9,35.7,5.7266
2/19/20 20:00,147,106.83,0.4252,0.0291,5.3,1.527,17.6,38,5.9082
2/20/20 20:00,62,44.887,0.1601,0.0231,4.96,0.803,21,50.7,6.4434
2/21/20 20:00,46.9,24.39,0.0828,0.0171,4.56,0.508,23.7,59.8,6.3866
2/22/20 20:00,41.3,18.855,0.0688,0.0179,4.16,0.458,24.4,64.6,6.1843
2/23/20 20:00,19.5,16.891,0.0566,0.0118,4.03,0.397,24.8,66.2,5.6756
2/24/20 12:00,11,12.907,0.0513,0.0061,3.87,0.377,24.7,67.1,5.5113
2/24/20 12:20,11,14.677,0.0498,0.0073,4,0.435,25.5,69,5.5203
2/24/20 20:00,11.6,27.609,0.0554,0.0084,3.46,0.449,24.1,64.3,4.918
2/25/20 12:00,89.1,70.967,0.1725,0.0193,3.76,0.725,25.3,55,4.7725
